ean,url,host,kind,suggested_file,already_on_cdn
25929180107,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/L26617.jpg?v=1740616090,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/25929180107.jpg,0
25929180206,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/L27649.jpg?v=1740616101,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/25929180206.jpg,0
25929180282,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/F60351.jpg?v=1740637082,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/25929180282.jpg,0
25929180381,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/U28216.jpg?v=1740637091,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/25929180381.jpg,0
25929180404,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/L24681.jpg?v=1740616114,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/25929180404.jpg,0
25929180732,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/P93229.jpg?v=1740616084,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/25929180732.jpg,0
25929180930,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/Z15439.jpg?v=1740616094,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/25929180930.jpg,0
25929181036,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/Z53434.jpg?v=1740616097,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/25929181036.jpg,0
25929181135,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/N749216.jpg?v=1740616104,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/25929181135.jpg,0
25929181234,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/A33337.jpg?v=1740616111,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/25929181234.jpg,0
25929202892,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/B051114.jpg?v=1740615170,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/25929202892.jpg,0
25929203257,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/L726141.jpg?v=1740614292,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/25929203257.jpg,0
25929203288,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/V261921.jpg?v=1740614295,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/25929203288.jpg,0
25929203462,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/T774276.jpg?v=1740620467,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/25929203462.jpg,0
25929203493,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/Q394052.jpg?v=1740620470,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/25929203493.jpg,0
25929203578,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/G627848.jpg?v=1740614364,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/25929203578.jpg,0
25929203622,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/A294337.jpg?v=1740620487,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/25929203622.jpg,0
25929204117,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/F535751.jpg?v=1740614335,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/25929204117.jpg,0
25929205176,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/J535481.jpg?v=1740614305,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/25929205176.jpg,0
25929205237,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/Z709430.jpg?v=1740614309,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/25929205237.jpg,0
25929205268,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/F535451.jpg?v=1740620416,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/25929205268.jpg,0
25929207330,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/N216299.jpg?v=1740621116,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/25929207330.jpg,0
25929209204,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/L925298.jpg?v=1740614361,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/25929209204.jpg,0
25929209358,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/B016461.jpg?v=1740623799,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/25929209358.jpg,0
25929209419,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/L926146.jpg?v=1740623803,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/25929209419.jpg,0
25929212112,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/N8186213.jpg?v=1740620424,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/25929212112.jpg,0
27131043287,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/D6118.jpg?v=1740611613,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/27131043287.jpg,0
27131240303,https://cdn.shopify.com/s/files/1/0679/9792/5684/products/027131240303-9.jpg?v=1671830942,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/27131240303.jpg,0
27131261612,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/D646118.jpg?v=1740611606,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/27131261612.jpg,0
27131267256,https://cdn.shopify.com/s/files/1/0679/9792/5684/products/027131267256-9.jpg?v=1671830896,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/27131267256.jpg,0
27131495284,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/K04665.jpg?v=1740632664,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/27131495284.jpg,0
27131521433,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/E31355.jpg?v=1740618644,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/27131521433.jpg,0
27131763529,https://cdn.shopify.com/s/files/1/0679/9792/5684/products/027131763529-9.jpg?v=1671830820,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/27131763529.jpg,0
27131771944,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/C88844.jpg?v=1740632668,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/27131771944.jpg,0
3014230021039,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/X47453.jpg?v=1740617468,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/3014230021039.jpg,0
3014230021404,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/A69985.jpg?v=1740634496,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/3014230021404.jpg,0
3014230022401,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/A804151.jpg?v=1740634505,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/3014230022401.jpg,0
30150676,https://cdn.shopify.com/s/files/1/0679/9792/5684/files/N7316210.jpg?v=1740633010,cdn.shopify.com,shopify,files/remote/cdn.shopify.com/30150676.jpg,0
